Ordinal,Fibonacci_Value
92778,1275857322081144451153981964016103516158766148616657056866126737808654448262095299644313106919548508957090401280653699898641169317602552692239243911718316791072004665333406362192946846989210657494279386348513105022490512455567745683623851903997076420624582153679168617461862314910519583821527387838503929231266448280758026572405913662746088675103982864725873910493433569782380361811774989270986822786363229507945690868718767920929373282913182877655252081123003029641577572454695378304227988147757871312161219100308168021715706241255587634089069763978503452429551398320325473624882840656452900975917562837481838179426085417955104866093343659084370354470255197316351027954556686151500497653386628499197304356455570992239895929100192712234680630238211802330184381452696032229786898869390708951692202911185159463228817350432674878865841262444474527677691586408328277884175516243562840550545904479280769940774630059453029532973551241025961012623594217094627130273880213190500249170828211852400278517774511705928530896983525728217183599397451437832212059387437388740012786769334579499937708804731461412889073329690053549618077407073386868140174494878897149998215065521749562911015198048766559429913498594843759967927777625268962214032887892652227777588071663416254432015719932074770974188245173391630487222318470405791761242484373208121026633768423383098568947583757077257099631505032517147667634275289639563963216486166729139720318347400842715272185455025101387206056059927207373522847029712004554938655703029757710331965450215667210817034695059457474249486710786677975421492044337317664215353807557926308332572295515911381142782612910363729819789496445466074018631570933068122588046722301588607547930270390875733551219939371123391716288572584208520476315428528143324243243095164454131408739200678886883178092374908975589729862897816442874397335439264342003706299668214344743874366296433276250749672479265897177365517709579995473871863340344570396899572269558910094704658543486922019161348696564118130807836947250612395555940174853411626524013329051474836318252353159139346121207701369355419252213402730914249249092284923658948918258202791073974718832495237632872365682970789735696367808791897000149380828936564644326682929594789496995032666350452167954825042518054126128624826715771496185200737050297535151405757639412539490075505882076792486285619825370621589587098837765814471600096483678001223061463645585746832365546132995937754970124946048925837808258619415451562963587389247354632355444345788005802591928558730018480298691240548825631546421884544455328843700720474759025997902117056140928713124470965277431377027841557930494492460910680493355893984757730373138157458710705376977573235973980802231263309605499383730244995020218521080435401800260116536565001676012020753156437115740348571324777353804952344356207510331827634427025343693309624216323551759588758059349477607442047439507176107229953723594489098703551702289224620645487936530413496195384017461312539784614513088423667350285956284510337290761936357636856346583698903460979910483662859133612658190217665008685624884087339509989640536148795430589850607145105285310686889581651244801087206125200338609433579730542889930867074925547661326231444235730405395278925697804240665020325810108996029416318249206216156734640888220053232581972144529112708059243735538825526785407334765370471507354639267489549128127981530454626466859781369944315470793576389204870533519160448254899406876258895600124103407794386267250839496553039815570277212305012345694486509934541854588503775695263125802315811422554813763869055104066398932857094394057789911226579891341181389304600296880193161680759808220716254445325711869426530255511285925407468137182734612543582354846054900290788808381214551229271628897085846015531749417953807622154305183911596944421291832154215438989758246884987589948795419654176694641403960663476718999260989901062312619052106737214074671439296770271863567041781200231579419198105113376697367940055529497443991918641179315432547976916029297329395081321563257669960762936188085407428051481114215448241528840898575038485400323088077764536481928241111369275443975983255448864753365676741992269179524242161760460418011342229750648680849889261955837424591386585601983544865255378971874196488249880036317591792652796399122801115579293355084324866673070997109921034658038487623149939275422182560346282591157031146717999542108527592207583394937852107534386630868201649304462663585620205616980575881792121046429055355592876875591217825890954637120017096124040922632047225975425317623931671904294438263977247414446381056715972401001121970536733406009162435521909736776657468433762758104435887186571866489260412838562007959106108331019418781605477284460247432595743954234103467766273883695840471457203147600786823564129507482599349028202957558136470570830181112748114936610416488284375540037904300034834316588883446849691120960666506500854251314639983230614950574364004510743431498869577136093372477704662558961953645417344979123960901737873713273734265436271115830707392284506557526879100991661573742195529244286166799698667618352133786403588778115021962015872809898299749067435327807973878422508956905353571264205486995580945812913555986763853774493169733419508434823779872874453771863485928983992976329819772310292251840104770685069819144961134749200507605262311847629107951823767025493407035050738926285092073953029239693244075542378397191522657597173227130244652780542315883402356310934962056934020327497179736622050384525718896837629745546835016801184719723996679117133755358254591875677695695678872447365976267550327033414517891551661580391929472952025587202141317426083741898779048762109867720182630408129479621942481994516699136016606985981950928745603363489175482212207694210730079318627819926856056678657774701930921135971784627537412343562563143600678291050580332704462929071414925445464894099205481599150206242744745429568976931748715818610478979481623172326101579884736893311653975715326039591307768648851128299990234799379456606226649237764070711612184873182187431224941488331106044241039810588917577128943412324777816886803798144419044456438155034639447764891809156127235164807731745243995230126998123516930001369605669290829224867498492924259242164235581867651733893642041588678962745132540829790396470564457745166107666147533109010114736730475511868588202204155756908479887855122722071868582613434518605329612336230084659415468192788179409052928832632848031058375343602909359543141024217920001724564032369215024899490178062007114449447111996211176200202646081555193164729871680751765256413827574521715337411921771270940862609990948582841983285592428765673236754559689557958457721442024617386326520579241953480322837051086798161277649111880403389855564464722023072552817630926293817012257352022777673575453037636806570985839616232016185191234669275271557836585557536746381442596696535524864449158472567834311269017587960185072714163404023922368734107293918966051181616717118206797140795461040734361313955451138766785583955369682834920176554302955414851801232189643564738804641116966160533178093923787376148991307387597726677065715577437050570123804439773550977848651917949544490033684902013890204307851320397993661766614971464127883935805973501106493876299385411145079000758752288833733496538907049295820160536838010790708538980045642123199158524437115046355050851086988239831711670637719601573773248694653199184628984909025529609569381147563219498601931145520528641647563857920283231644427339950342245046722918071477241934020062288174462170505964227511820085732388507957008679252825653299664697009384879183071526233372430133981803659225752618926025195782632899045102777748924032088240502414318750814222070408607860168888226541539031913881915560501699405799805009686830560807039704934442907738068115443303081182893379392407370080656122147934158238102692546225692502023746481558193929390080507498341315793115844061611113020859781725878588846694521601058757392853517110237411059966834319924165460229006690232428799697287291329653538997445674233936578218675996186648616847418092475696858138504606253365680346986864808353175707364530212133658806934894666048733410675728518493644826936108674187547601501443230530253421337597498455322545644079839392270351170933396926087079466220184930420201338326969385617693182054320183702971530489284875380955586571786700652977944756511811252158805192963138490178085317900442005110050739693489548358486924445883073408756943380942935089882246331304385148862283821546807475509031570877284391061752907051381303853392665024349112107421302555221596731479030519434264367252476185280650791067571823880116869765998169971313934331605459434303353963365690182431230426615285678648862155547658910524841149636947777454051134309321484841500397592982790185238833468354097896287623105938958593618569751597909681949620311274115020217061562578173658258326666979190208358160497571360681507387245879906105417957269311618850991768326802953672280459009662302087825116084123512275155350869809300779104694541401411486059465289960797045064091480644834700689920918740665450746421819793120131055524875724222093653710564176382857392179425842392295247020483594258184809105400422266924963252247159941501650698037224480352537780323815932596814534523737573405605547970998420046995693569870076543098975395143146081795741809005254479662335544044796519236257587833421325647808259259169635273579692630780096255981657684587498693166123417704042056348650515683156717035333657049174105634878141536043603528568866328510487165656866251296593519431741834707369825742893347487650702860832935136804166037908425489009915364122788125281350214516436132672619334950405516051056087050371469825941250001896516030416154341258611143367479340770510371365816195283917011138264760442886995264059588821062556643241073504336259875868446416507713584660030104559273900003134722735774867525164950201026901543814938484214743780175839603443092413704444944208887575553531734256824905493376259298706698899768302366582671766358317834663668954245324713384837159361925149559747962141041775690870300551440048057762527190488518553513282588993835287048234966198894512211102538418609063324896876051253223171152006041441452414817578034203519958047077302651661008208993659130143366107050447695089387416647384635239871563454062128374240611226429891580744751614264486229829759146370289208753123980623545324306215508939506700291552925013166523811233725562393590769747558238747469317753075251204571479794445712481187286923396181955804441360471944904510115598879964349184888227846162765557651114139217800247477120032687069441760612197424905532730822351864414443343796269387537237998537726905432855683051689396783682964224704078222087335290987505800626686502753050990559139467663290974509476224534509281552632228407907099387892683638929864820786436525107045422407443778531130817918811608538823395309429652176426804655321712118769755097257433446022437345912115329899518468926252317050496359137050871918114857683379110808591612240195183494785698415531403183992239461952921189802765673755881069082891626791158290416475164937333318824766071906254265452956037084151258264405677497995806168471599911626815483152089737056120263502091162742560882347369636987256474700299592020139366966482294955881256118271762131948375016232039950136089890537963162713705013615062806013494050581759077970853589486785690870206376974802886659299521822502520625519296039519890185618449682385977459689336748376902132012188162861728564736706628913874186386995473897242447942994273716363857749513577753511950891209772163049216640679290633877310782515771075877413182689612105235198112958455843256698607193594022590085361754417385126734064451689425154864671465728693421555537574151642937321309754093046602939329106481442249848088754350798134614577699556937344020406600963655446552560082985859010508108948224697760958800799700979574702707522569796692656458313229339781303914692759150527682934760696906514654379872260396720773200267007710165016300820347786666818911818748801562074323060134133652129022759934299635545752316252774776333300222361222132832387329360359455811536931345016477543823386977327532544390454374983387983635532791385211020453558935358949825213480334861762120369937851877497710562767857660983812128195817835963981429016414918948242247232222977852065986843156980825154066105430515639383691882419299972765879841976127222321533469678865946807401048923465492498753820898254112989041619279953497109971925498053056566545381487602813074693519682724348727994134785048572092109326642285454758431968336485620101872146890835700059669543419828608592385693503846229004165701696309038850393740071819113659098285398548494150497709730651679338858035392459585623652490067422431923097970882139759320881428971535274772343262034352845212245585880674130645035575415389276994290290189796962025263167693642248599367729234046778463089912464057522485327242116848731014429013988937975730986078856701736003806138250504711305326695176613536016182246313264786506717605877004887298252781305728722569073492303089409026527248914071570803282463264905508560825232894385888637070787155474948662796444908867225421339973206467560433072589773991787456379287622569629118962875109202252694392091126729306732471806798805458284837889678042296505702682768843155637117089638960796494156725619510525708653505229459073332771355875727937171237572075414911726291782652813120517244186906078961088084110657151932654066370974524630919023897704850172651629744906779821235693094548738327394320162284992846626417455851863249312430949979021096923011650066277068028721913353627440010728526094379353247943569500344914399475500014828520292876913260718139665666363083680598125251431178894959467274430678500132602006092474498824705562179077879065801678567793464365170446909934081797018334624123392177954345446088876009958176282834273057464114466141957638075581585184360598494316352685225848808990743088297491600373226244989533601580290183471431313986499390776818865233184532690529799959173096770348077483283731226455104545669969062174760024882402637890986179634591745524423485723179124051389387416714653240396802496608691300346610057771972596590203828161927666288600483356968925728461811212853326539393462462253210003051439787116559331800292088539217766874205610596989153496331118943766144644114677667253546278137657839747355687918743207617333281706318879585818497716915149430776067647597869629125356416891345493335026818251447273021517251491274693586299268017705464023196752322893539317941551986879502844709138769427974027412841224452419237069218210648520410308096361006278170834880043530241710665313799581532715746437798696726596595104091031564730525893968015947761293476086206312273209398249366858036596493596797552744178168069641690758250645335256186242800012683951277824029139849111914321379090672050428864981517971156122991618863450872244521370741478772777337172151396776633653676625010891028079702551695168711650607011274936244934295640416845603201962833250155576447979263942385828242337591087044561517732065350757088409530042635501667260455133506768146097863471998823740444431361040954472499560918700690156061078502697656971744878751634501502267764342620511603407873386181603839046991150324651733872496090036310989688845497011220045005349348972485116710993882038353893594832533109404358126484289194497825684576137857649083985053285606314705561766414192285453169036142583206523779660646606047190555334940474604028368251055426228675550694687617056828113193087684569163472386441550183737063122820136674155746158057510608733863870166040099033634634846731842751620886910913964669290313585901525461066455668924155401234683652278534603514857691510491144856960664653229079107355440572708808989284309057664450216947889333386950359699432023263439363620902912610910714459067472931547168673567204351467060508278849780521502620353265574261834333149083683937084227097800897678926568710863742533288245155580744449147994470240110561566617922661232403018575751876035726284267814687978405943539878214842946502297136971169207521075015378701822433471654049716245622655786091109257054171697669007683314226327771515804625520589288732195439390500925851550746423188519548826745545240265790716092780484222779868724236366550902908431042394643590435767452705488820275350303768539647804318173513672189936515207574039891850290093700932505484008785583157103938735175012545980224352303553681422955000284787914927392643646294522258121335792859954086262894723322340523311474248783526088566859717181357300964757875296925857197442082418441399146455278457080774437199564097980932114371923656958436861991310082415663647378450091652411788839129743597870780404360512400310900566723011526200039105130257585123326324884646704080348802586303928768945370300386200891298890716458868409322250203198301296824148881717738467694106191896121715896352401869457749567354873057285306698396209173538803066191205424637194745786523576824827317053366009100979541079090065310864014658494276347155865355510417603572336297504617802474633522593259553320460277860379202793382675664966302580030611593375265050808769391474657506969718998130570982911085565849697721594351062770501495836245460074589414680435062893712983098078362994922664421547532739042407068058904601191449267447965925175243441050403764887423098097064980112442930838156092931870009724908614558806483857928825342821440991312817462160086021673018676519653214908746397379539488842706290656464374215841041011172964236224229382538564278307376857591810760593132065240591599182926292641021505082125263570894949755135410001429149120606015426783468416672166802248763551035954121853325657629731517243398243141179177209487348801771875603808481546602215759363081547043643757084392831475005841345432608971087820816275038788786606124029456093340592702206762035475709521540223235551595840515413106436425800092465906637639951788748769971510882068436585850913463484431158672426350929111700664479842146072921316662668759258721220850531051583561130636028344976954593667402583887297228756882079506249262556516852879840853438671023125466368805927744228610062415333728764372429539932855018578628523339404723185924561115814236781850556350559311939738213550349360952016652214891940420828391914862469415191217187213612526516218114654531935264548098470588596406268510918468713425656048634583881325718868004634777913937411001559972703769333228502821975527410996877665019456621509123735539138451674554868465894924458346146327871749878371575843105877788849815288195715900351527439849342025946612064580342843998068566565964798833330705009763531934938376984507689038207053414198936944964509196012191207578156795659961439242883341982958557678781482396074229642910948906894609279277031753058516559898448942565367796147789249810642745619037935070441082478857551691678087017886885304438949297238171749621522825910063312275955839574585306121443664197307617492259864530707916764883080228847306728235585835617535569757545123731995216438659699014092446829234132989657412486745601726843914871828343946464248868287975206974949421217666319405025915415409088262441265523651533271749634520132766007048149175758112837772857985988942722442819883656107812780321011293697105511198116457446662372161226262464975346561783664734235760286768594761351066922176409098952420089859688471334474660903280088024017811962640810528552157851528815404263279249220147922012182138160643000527088170497667647601046278186700379496260169063898286336782533515464602269475065511979792588397996897363182731064
2566,81808773053858880695217434759200015993423205805800097465840467652906214068229411377307373962155482757501314402405778153511192538722002650646283787184841475364141363155667886119295465715164310628781446361908293141146933540659283643940445684407886714293176046500179295703719155105672661388565613211973664352906236661327766511449045878165718617090203811700792317387003979811494323702551117394256562675009717287783110960568646470870214717459527843606341177186932222942600267205003983781699997753958384489251398222453361676448592122019739663
5209,184983528822679390324491657730934629363227863407238731351140981999326707104772498770123146510191909386624170701158613009948086817565181930413985335021845662031858539215670297366844162692261643664795303307237391987956485206364427504146682379399716956084822304746894446015495480237539209230120199784825587082990033691894154448601499280408075419067430882634969977358621584128699311198969735137859852275466143910448340179281009193934479674173610324523846212383042812766065979558591638802697948268485155444058294076212209163203027253460450083700227084054343231941909326865249823451534370318795564673925044038819266849498197551038119940828992848288922205819808251424244575169862142853347189305686857727952423160631370622201927545787013303721819384722992839234046388014022021956909647373747689048842323969993226753517384022020403333873916415467412994762709976778138872539409595393521752536361479064819456648079591342399180204572056189546772429200700540575984899608145303569509598123171471239811045277501096128490878145762752647673468632507025098788703856834690576335480793332937046654590589822609
49632,13337544602616456320223416669855759949708829816061170290887353460581963370532185906411972190572805541797505252567607294932087484355718970921013298283843949800881151300712239265107864850699004435354394957005054958806955447503763223698988128844278686416287925790951425709490740928565206592666925152770700946438162571080194846725467323432878166028525721378234377798699807475801967676964683513702112330093588967059247416225667614213373505138791680207616679648315423996291274573770333263821884553331396821005946205814801519088514691920534359773080093362125627644368262226073430300701273946664434632790280107400788556087425303210959614161004418381954679630019210525520037412466662566369871404286917451534460146424351262310475038129923549800097091870897645776732174544024377590900150192229484185836161549663926342700875943068311407510220763238813916680978408862214870058093777413245401192069672146873986397912481067548885426802415717912312069275106226018510704315134180409682676080725587250440720864841504084595684805141400861050647678014846599523974545740523884944863001789825231155975479905392584294345603364459495953538200441348451203916007697796307894512962880265625823709827696707444230212903493736816796063899211945042239025497082347659243810031281039848713273139977545073880686557695682527480053119561433621901060959903177170060283113379096151328595211660117755957308366802691354955771013222989573662138653274964589474936075235187248026717976562274947959130989081193510093411021547344594419768433421510429527516100889316377502581917981176829109292665439795747214489095672751510699156027155296089356363850465136737777048364296687437688859570825794822232195602926627808815876422729869438827421652500145815113046839143537300110521423139135179857844843614823333418057673452984521245082331612045210146578860370276156788119901438559629746102640805799633762141083484658274814438477462983033036027060815546222675708962528752366409005038239088036321200174258209609513565591314955471384050893567484633954959975571712351523620279628440387785736935325685823325285392275769662019136997545374570235861893646712047902421345053294431947218050735821905522079765838307845457135762880248277128915716246566977681904322659716864990660000852771323926659755707898538650916349273647097437818670443985481805024897692137300865909104803671471873173812661428441744938551162884315983779864913581037594599186503279346579608204317239403538828173194095985002852078900918816745827806471407246810463369142291326484094288998002674052505645466578316753912905289837945878673666357298783458797830061522965103163892023990027662615856860497418000484977935930250803720058298087444795488415654796659746666889819417926494441109492301287539454410257815901294708634980170152059920562833535491753925492347387706136553576168470350027136425167937549876966542899768389390546486900579163475429328865353681155725599119700374432924141598250551464472188846343145010263495316553354062338186732297114800178987271892274765778545061828793569424453950799800346695210271398580391497063525146731451922017276370056055553545649829825763656601761708952954690434157929246759251491569543550324487779255915342184348962329532819675659879892144154292772704363707251858725896120896846585678676583881084150253383119585884232789886623561066334734883194858073593629951557967700041826973722767062922875881072599082919567975084780559934358493734527964695415266247007590124962256394524678384891752294632682001648036627414543695164262614171397282431024764606037615105247749472970472893576984788531223911969720949277815506813383853005385397181562299922508142327631039227789334566202983539788548932144182699046534474154162840533091966582204513400098745958044459450394846924978712659072969470107351868271562798596392060469170374848790371633799952577393436149704961552878521143662035358250737288253807763500797437228623581909451739444016668398207699151951178454438876829942955888976637037801586058745653798472322582786505523121020569475933159048945143778021565691533421278810751082150243093517691714686795606477173543331726744973582366879137206450224513223125846163477095231368413173610449495637064920761387810127330463679481639881293621631577832629662881586342941929530613993899377228762627884645599021718475398509668816098086598719055137534481362320611058219819046235097997877247864715830322157933128451899182304561115868084507205917612192380172902988741416091317768214546079875986153444046411843993560971425175711202547935922252877951828533680829501370303929685100411944653354198938927317793297013943550735430283424331329973086734643105129786520942129781789814639271166397304573827318570788104265185300623514179943773449664332595313114096861783743857236565107856229885513433580470634778810632895478458780238628819370774306170149007797270971033424326248139961007901775911934644196772718686272876737420013101151704881055097417502964472903231709026742477937163823005753029440957096314231635230018475964049371036528079175841539996721661766906007533634640744269607749113549813882445083148000024946512850215924672446296779408111616679477954428935503703686262914278858226734771791454448030566757421137217030927346222326878055347826674180485818542059956284581951098518701402382025251968087249865464195370983780708583099544057933664049311872389338012062776971683684508853912197612196314510046076078552977109966174384683497799582449545401118343276244361025296506446525525397122547135088599916009215568493757831737994693670835846965468390479728028908749054226805186190856386980407690256413587607677770029145714395221794083330929033557755815265330569670699920480666785865294544011014756314027285147889142361534776667597476391064932013890783458233408152567819317813978401457458842511788617986282667739000351240192757818952539869824580161700624626688720344197464208784307857132289139744869492172227902613201694853515421057810101590614999028827048907253399187346462461565572663013179603165980837503481380989367233929983407579007018883775858286859260278988160748675469250765024136726434157302386461824220901613112337403377016359424644761266357937731052785653407936374026200265401808801848516909290920974767544633962263671134086447433412838363176354699545940615795474504575978530401143645296008096525415129827197802049692352412289100258393446652393303001675766064375155505914371543172835415717655713010732045098576189415803107627618000170197761673027608087682782713807602954302202793485146640596370960505023690347056795782573838246415795420470416736960851388601750045410917637630983893206044513689965816513840717395490047126583993411235266699594698501550077408339203453683038019608399086439391113747668275777205140503849556673123193841881508802416469863236826434738890613880251308504680805235589076497956307975704542710425497836315811427068948448215269816937249621946477946587768444837158216005128761857490456266274377167461155514130764941169724982980743842777909691943367419787496954431324064169839546287610652613354468097531577264229566239104950620188269137928749360513709027836993904663632459491571892768479882158745134708519949138344451819670311189004274463856947598657228718809561563901985874606969179125274686703508917795819944538557935698081050572559665595104160255536551381565456140185821304871104876080667163568978480017135258201842044042254391655880755155789146539716395013840993731175746718300286061875131947507237718842572927756140766786634136218384030823295087652563586251766103857837524542581412705811871549741124332495250968891938853547266637438481511905042821727408540889049273609613237630829354901895331939092043799508585123340089431632218455113759023349985331405771424957263387087173699904509739747223458085230200183401823599004417867746386872602956246574240587704038436771375645587060992486468308635862789701399430679900510831225570376957503547497014630496147869236201497630964175872600587684766582691953226761970912565767248221147453755160054850028731890943070935616915408404118929021014875279681591327263025620929309807973817318976694748040979085568825659788319474174206005706348283936025365708600691722528401344516039575038286251545227038454591269818471098307753269021769405714977626317921249970567909209592810485406828336263783840886273135599135758035381582704976785897100050087320747507014052976733792129905203317367851901655469239725115379818073514955402267496244044951411938190746481109410140507689520034956258392143552327131234486557068064497277066506743909422948813713808762318967308811323794745434155187644181090931722016607856526868102655473048141200314193482606982217766396633786758366581379849548154948962036943238783879677408133112995472408095427121428749004339510776699277687814361007250657848236935458523032693353973304617693437974259717767749856317445154480759525252835214127419143454454724446586509406550463509001490739456387698215152540796508205777432828422644137637182276901666118354997595556485446454954515276696140632414202625290094862594666607554285272484244351083974025564609908511698847863493584922014886636779369919811089204252236000111848654393800467146449714149647112930383850567961825178824267432530928274818775904588726485995284139611528383216324966485194237500749427444536487338981174074211726362977093968513084777385000744641681970113438395584295600548056548101923874511881364600225862823255428735006665355705918666720318376480819937241491651660083292594665416978334074526205212633440003883453388585046063594269119750041469099098927548807442475526558385312478173869854755893714582330961681628144777858748044315029879366551413599823450714824242264163778251103198646387272460158961989457174071058682994817293779848305450864316334571735827733447447144444437035456522004192178521111052551876291509937576836069926939194246812402569651129132119337997181482788150723861730870642885965049944094817707372103805110013786139233029065009643608646166076413738749823121655286672727925500162651285892773175876212771953496953600903144323793451518735891555697992577699500424740877703436878667905312883057621054269420401068039888555746862017922996855533088370527879024819574306710356236178707482860571221444132369510219299076482593754962445794286977030877172849631578854371359056366170440073970685315233122011594834629088316370567742839824465235295860001943702890733798128103551132126711734158358985841956389416229622700960051612477472032792695178904758586398993543492601471685670769502354268073087635383758810920668399706155974944384
